平台,来源文件,主题,搜索词,标题,作者,作者主页,笔记发布时间原文,笔记发布时间,抓取日期,点赞数原文,点赞数,搜索结果链接,帖子详情页链接,封面链接地址,记录哈希,去重键,标题是否缺失,详情链接是否缺失
小红书,小红书-东三省旅游景区.json,东三省旅游景区,东北旅游景点,,新疆旅游推荐,https://www.xiaohongshu.com/user/profile/67ecb020000000000a03ed2a?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABY2LKUSMK9W2ZpDdlRsphCEQSNfF2D48iNtMvffgSrLQ=&xsec_source=pc_search,2025-06-01,2025-06-01,2026-03-25,145,145,https://www.xiaohongshu.com/search_result?keyword=%25E4%25B8%259C%25E5%258C%2597%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/683c2b78000000002102f612?xsec_token=ABslcCzhyqYcpXR1HiYQ3D2iV5GQkKkN8YjIvMbaUyJcw=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251952/ec1812bce20b393e5ff31607867ddc70/1040g00831i6ehiqtna005pvcm0g2nr9a7b6oalg!nc_n_webp_mw_1,978e8a6046cb2cfa4be423788d6fe3c113280f83e4f1e33015ef0cff2537632b,https://www.xiaohongshu.com/search_result/683c2b78000000002102f612?xsec_token=ABslcCzhyqYcpXR1HiYQ3D2iV5GQkKkN8YjIvMbaUyJcw=&xsec_source=,是,否
小红书,小红书-东三省旅游景区.json,东三省旅游景区,东北旅游景点,东北10年老领队告诉你，4小时玩转雪乡攻略！,熊走日记,https://www.xiaohongshu.com/user/profile/636dbd34000000001f018b42?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB-Z_75VraMv6VWAaZYNd2pSAjlsDFTn8WxYWUY-DYOtU=&xsec_source=pc_search,2025-12-23,2025-12-23,2026-03-25,22,22,https://www.xiaohongshu.com/search_result?keyword=%25E4%25B8%259C%25E5%258C%2597%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/6949711f000000001e029b3f?xsec_token=ABOvg1dfh7vlas_9TiT_0_rJ0Mm1wNIx3VgCLN98O9NP0=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251952/81be4b57785c0f56a101ecd8bb6e1986/1040g2sg31qdd9epsg0fg5ordnkq7r2q2uipujlg!nc_n_webp_mw_1,a4f02d072b8943c618e34f9ebb91a99ea9cdc742ec1a8078188a3be17f596d57,https://www.xiaohongshu.com/search_result/6949711f000000001e029b3f?xsec_token=ABOvg1dfh7vlas_9TiT_0_rJ0Mm1wNIx3VgCLN98O9NP0=&xsec_source=,否,否
小红书,小红书-东三省旅游景区.json,东三省旅游景区,东北旅游景点,东北9个最值得去的城市🔥东北游玩攻略,沈阳团建王大拿,https://www.xiaohongshu.com/user/profile/65dc2f0c0000000005008ba6?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABBaMu1zAj7mT_IAA6ydozHW58b0uEvFTIv6iYUSh2WGc=&xsec_source=pc_search,2025-04-29,2025-04-29,2026-03-25,2854,2854,https://www.xiaohongshu.com/search_result?keyword=%25E4%25B8%259C%25E5%258C%2597%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/6810453a000000002102c833?xsec_token=ABvXHv48z1KzpxHfiNY8psZXfo_GS5zuY6r_XJfKm-6M4=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251952/0e3cb21c43c5fc9d111c4fcdd800fa08/1040g2sg31gril0rg3sng5pes5s6192t6b397nvg!nc_n_webp_mw_1,0207678d233da468cf0852625804c3f430fbe36e63f370d374c2c380235c2d6b,https://www.xiaohongshu.com/search_result/6810453a000000002102c833?xsec_token=ABvXHv48z1KzpxHfiNY8psZXfo_GS5zuY6r_XJfKm-6M4=&xsec_source=,否,否
小红书,小红书-东三省旅游景区.json,东三省旅游景区,东北旅游景点,冰城夏都，浪漫梦幻的哈尔滨,🍀星叶说🍀,https://www.xiaohongshu.com/user/profile/613429540000000002023a4c?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB6Jo_ctqe1ZC4qLemYI-bEZDRu9aaaQ22bT7ZYs556b4=&xsec_source=pc_search,2025-07-15,2025-07-15,2026-03-25,20,20,https://www.xiaohongshu.com/search_result?keyword=%25E4%25B8%259C%25E5%258C%2597%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/6875e4c1000000002203ddfb?xsec_token=ABpb8S6LXdJaUSnhyvOlCwWTU78DGwryycuazIN0XW5qU=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251952/54bfb5c251eab9b81d92fcb80842a391/1040g00831juqa87nio005o9k55a0keicmo68df0!nc_n_webp_mw_1,66bedd1662849e003fdd9f5a5bf72cd90e2d1ec3e9946c762431acece14d1adf,https://www.xiaohongshu.com/search_result/6875e4c1000000002203ddfb?xsec_token=ABpb8S6LXdJaUSnhyvOlCwWTU78DGwryycuazIN0XW5qU=&xsec_source=,否,否
小红书,小红书-东三省旅游景区.json,东三省旅游景区,东北旅游景点,🎃沈阳1h ｜ 东北阿勒泰玩到不想回家‼️,是可可吖,https://www.xiaohongshu.com/user/profile/57fa30c65e87e724de47bd77?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABkcfmgRJUNEYapF3LX7J7A-FTwNEoNUb_O9sVgC1CQP0=&xsec_source=pc_search,2024-10-03,2024-10-03,2026-03-25,1.3万,13000,https://www.xiaohongshu.com/search_result?keyword=%25E4%25B8%259C%25E5%258C%2597%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/66fd3c89000000001b02202a?xsec_token=AB8m0q0N60uvbUUq8UvwxTRrPyc3JR9GTbupNJDZBk2J4=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251952/83a1961210f597b778031d550471312e/1040g008318fmcddu3q0048ogr2ocdfbn8f171i0!nc_n_webp_mw_1,c1985a7479f5f73b48e25919a28ee446e97320d57bd18af0bbcc7e42ff86b021,https://www.xiaohongshu.com/search_result/66fd3c89000000001b02202a?xsec_token=AB8m0q0N60uvbUUq8UvwxTRrPyc3JR9GTbupNJDZBk2J4=&xsec_source=,否,否
小红书,小红书-东三省旅游景区.json,东三省旅游景区,东北旅游景点,不赶场！东北环线10天躺平版攻略,念北🍓,https://www.xiaohongshu.com/user/profile/5e5d9d8b0000000001000018?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABnYCREbndAnEKxAKa1yfbWgYnXKSWssin3HUhag9RvYA=&xsec_source=pc_search,5天前,2026-03-20,2026-03-25,4,4,https://www.xiaohongshu.com/search_result?keyword=%25E4%25B8%259C%25E5%258C%2597%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/69bcda5f000000001a033a7a?xsec_token=ABsE9u35f2_jmIKeN0HnsJ_ey95tlA_TB4FMESR3kQaL0=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251952/fb1bd28319ee9e8708ca3704b1f7dfba/notes_pre_post/1040g3k031tu3s85i781g5nitjm5g800olh1leoo!nc_n_webp_mw_1,8f6f0178498c6502dcd8719280155aec7896217dd55bfb88876dafc607c93594,https://www.xiaohongshu.com/search_result/69bcda5f000000001a033a7a?xsec_token=ABsE9u35f2_jmIKeN0HnsJ_ey95tlA_TB4FMESR3kQaL0=&xsec_source=,否,否
小红书,小红书-东三省旅游景区.json,东三省旅游景区,东北旅游景点,杭州牛马周末往返大连,一个小号,https://www.xiaohongshu.com/user/profile/5757f0ab50c4b4329513757d?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB97rq4QSZG1v2ELv-5JPxUOg9nBr2mUuFSuMJ5EGnXAc=&xsec_source=pc_search,5天前,2026-03-20,2026-03-25,34,34,https://www.xiaohongshu.com/search_result?keyword=%25E4%25B8%259C%25E5%258C%2597%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/69bc156d0000000023015b59?xsec_token=ABsE9u35f2_jmIKeN0HnsJ_T4pFMTRT8-oasDBj4mkJ3w=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251952/c40efec31e93bd5ef78376a82e0b9035/notes_pre_post/1040g3k831ttaqqca728g48fc8coamtbtnlku4rg!nc_n_webp_mw_1,db63f3493f6136a3202bc88c6273f7086959dbef3fb0f6289f6b3de49b9968fc,https://www.xiaohongshu.com/search_result/69bc156d0000000023015b59?xsec_token=ABsE9u35f2_jmIKeN0HnsJ_T4pFMTRT8-oasDBj4mkJ3w=&xsec_source=,否,否
小红书,小红书-东三省旅游景区.json,东三省旅游景区,东北旅游景点,摸河是唯一能看到极光的地方,璐璐玩雪乡,https://www.xiaohongshu.com/user/profile/68d8e4aa0000000021025ad0?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB8VnD1PgzP6P-gFc8EVnfMdKwi9u8JPX5YdCSRVBvrgo=&xsec_source=pc_search,2025-10-11,2025-10-11,2026-03-25,1575,1575,https://www.xiaohongshu.com/search_result?keyword=%25E4%25B8%259C%25E5%258C%2597%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/68e99f1b00000000040280a6?xsec_token=ABnUdZ9KWQz_4n7FPeg0OtheQM0UsF1GuxjllxOQ7Y2oU=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251952/86415cef9c2b2d4a8035bde2a5defef8/1040g2sg31nfqrhrg6gdg5q6osil8cmmg405tdbg!nc_n_webp_mw_1,c0273c108b42b70d934b54f01bad249d02cd090ddd561a73aab6646710e5dd71,https://www.xiaohongshu.com/search_result/68e99f1b00000000040280a6?xsec_token=ABnUdZ9KWQz_4n7FPeg0OtheQM0UsF1GuxjllxOQ7Y2oU=&xsec_source=,否,否
小红书,小红书-东三省旅游景区.json,东三省旅游景区,东北旅游景点,沈阳3天2夜｜冬天吃喝玩乐住超全保姆级攻略✅,舒凯,https://www.xiaohongshu.com/user/profile/5c7b7efc0000000017001d37?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB2rYc5iUYHazCMF7WXYikRnBSle-pMRL7QgManohN3Ws=&xsec_source=pc_search,01-29,2026-01-29,2026-03-25,1077,1077,https://www.xiaohongshu.com/search_result?keyword=%25E4%25B8%259C%25E5%258C%2597%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/69455762000000001e015c7d?xsec_token=ABANhCeIuRPEfbXom1Fp7gm5k_jhVMP6TS07Rf3ME1W_Y=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251952/60b5d79cbe0798d7fad827dd9e869201/1040g2sg31rtlm97mi6i05n3rfru5o79nnklqtig!nc_n_webp_mw_1,1ec0335231cc4b2918d7eb22aaec5b8194d9aff91219ce3c5993bb2e8466042a,https://www.xiaohongshu.com/search_result/69455762000000001e015c7d?xsec_token=ABANhCeIuRPEfbXom1Fp7gm5k_jhVMP6TS07Rf3ME1W_Y=&xsec_source=,否,否
小红书,小红书-东三省旅游景区.json,东三省旅游景区,东北旅游景点,周末出逃｜适合2日游的宝藏小城（东北篇）,快乐小付-,https://www.xiaohongshu.com/user/profile/563ed675e00dd80e518c8c30?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABfkT-A4Mx5Bi2ekGNH9rT1hYqMCvRiO6mxucZf21mK6o=&xsec_source=pc_search,5天前,2026-03-20,2026-03-25,78,78,https://www.xiaohongshu.com/search_result?keyword=%25E4%25B8%259C%25E5%258C%2597%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/69bbef6f000000002301cb7a?xsec_token=ABjIeGQcHr1BT9StHiIxRoEAL1ilLRfvLW8NetSei-SBM=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251952/169dcdf98ae575cc46231186ef44cc9e/notes_pre_post/1040g3k831tt5th7nmucg427ru3b7b31gbhqcv70!nc_n_webp_mw_1,c062f9974f416ad2c427f54f8c5628028073f32ed6a9458d516342d1e6726d04,https://www.xiaohongshu.com/search_result/69bbef6f000000002301cb7a?xsec_token=ABjIeGQcHr1BT9StHiIxRoEAL1ilLRfvLW8NetSei-SBM=&xsec_source=,否,否
小红书,小红书-东三省旅游景区.json,东三省旅游景区,东北旅游景点,,长白山包🚗规划,https://www.xiaohongshu.com/user/profile/6487a505000000001f0072b0?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB2ZSJhWk1WXD_8hyUgtPOQtX75r7O6ejor6rt-PkC2Ss=&xsec_source=pc_search,2024-10-02,2024-10-02,2026-03-25,70,70,https://www.xiaohongshu.com/search_result?keyword=%25E4%25B8%259C%25E5%258C%2597%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/66fc8f06000000001902c869?xsec_token=ABvMgWUxvPh_sWGpU3LZ2FNv15qdkUSI1txdv9PCzsADA=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251952/110b4e0c93eace3cec6e07e9e9059518/1040g008318eamg1j3u005p47kk2noslgc1stn10!nc_n_webp_mw_1,4611ce68b478fda7c09fff1fc6b8db465c79cb5557cb05c0393f16db7e656082,https://www.xiaohongshu.com/search_result/66fc8f06000000001902c869?xsec_token=ABvMgWUxvPh_sWGpU3LZ2FNv15qdkUSI1txdv9PCzsADA=&xsec_source=,是,否
小红书,小红书-东三省旅游景区.json,东三省旅游景区,东北旅游景点,,,,,,2026-03-25,,0,https://www.xiaohongshu.com/search_result?keyword=%25E4%25B8%259C%25E5%258C%2597%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,,http://sns-na-i4.xhscdn.com/notes_pre_post/1040g3k831l1nktav2u704a491dsofnb3j1a1eao?imageView2/1/h/132/w/480/format/jpg&ap=5&sc=HOT_QRY&sign=f3347bd5f056d29ab1f6bd267b598f86&t=69c3cc60&origin=0,caac2bd8663040ab725e223ff4df96d30bf8eab58adea75469dd7be43e2b94ad,9caec44898892ef6682a5cd8e9f2c193352279bfdf0b7cd97011da7295f6c142,是,是
