平台,来源文件,主题,搜索词,标题,作者,作者主页,笔记发布时间原文,笔记发布时间,抓取日期,点赞数原文,点赞数,搜索结果链接,帖子详情页链接,封面链接地址,记录哈希,去重键,标题是否缺失,详情链接是否缺失
小红书,小红书-新疆旅游景区.json,新疆旅游景区,新疆旅游景点,,TUTU旅行,https://www.xiaohongshu.com/user/profile/6119c642000000002002faf9?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABHA99D6caIEz1kwdxIzU3t4oESJkKsXirjz5u4hOeUf8=&xsec_source=pc_search,2025-01-17,2025-01-17,2026-03-25,3.4万,34000,https://www.xiaohongshu.com/search_result?keyword=%25E6%2596%25B0%25E7%2596%2586%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/678a1fda000000000a0049d2?xsec_token=AB2tXR7ylvpeSORvxmUrMX1g4rAnt4sKAMG-UhR_nIw2M=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251945/be29d6fc1719b22256467bb5ec0996f7/1040g00831coik3n9gu005o8pop185unp4j19ovo!nc_n_webp_mw_1,cb77a4c6d81cab663a7dfad99e18e0d41978dab60eac90c4dfe3720bcab4fa51,https://www.xiaohongshu.com/search_result/678a1fda000000000a0049d2?xsec_token=AB2tXR7ylvpeSORvxmUrMX1g4rAnt4sKAMG-UhR_nIw2M=&xsec_source=,是,否
小红书,小红书-西安旅游景点.json,西安旅游景点,西安旅游景点,📸真的太出片啦，8⃣️个万能拍照姿势！,西安摄影师-微笑📸,https://www.xiaohongshu.com/user/profile/67e4ac0c000000000e011034?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABt6nlPXE1GgdKccFbjm36y4IXYQ79kvs8prI21iKE88Q=&xsec_source=pc_search,2025-10-06,2025-10-06,2026-03-25,2.8万,28000,https://www.xiaohongshu.com/search_result?keyword=%25E8%25A5%25BF%25E5%25AE%2589%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/68e311b900000000070019a9?xsec_token=ABjS0PlzfzpDSRtb9ZRY-WlPiglzv8frj7AjjayJuXLbw=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251928/3f44fb92bb5f4d9579bb48c73b28193b/1040g00831n908kiql0605pv4lg63i41k1b633b0!nc_n_webp_mw_1,34b0ddbea059c0ffe916ffc201a5fb3eb9f54c17e18aa7d41885e6421657c911,https://www.xiaohongshu.com/search_result/68e311b900000000070019a9?xsec_token=ABjS0PlzfzpDSRtb9ZRY-WlPiglzv8frj7AjjayJuXLbw=&xsec_source=,否,否
小红书,小红书-东三省旅游景区.json,东三省旅游景区,东北旅游景点,东北还有什么好玩的呀,张天琪,https://www.xiaohongshu.com/user/profile/5b3284b24eacab4b32ae6d00?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABtQUGZISvlPejSJyfH49hm5GCN8Wp5NmLp8mnHxLDXoQ=&xsec_source=pc_search,2024-12-17,2024-12-17,2026-03-25,2.6万,26000,https://www.xiaohongshu.com/search_result?keyword=%25E4%25B8%259C%25E5%258C%2597%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/67612f9a000000000b00e083?xsec_token=ABP7Z7DiXDA_W41SbGedDmAFzkmYgxZcXF4Fh3DQqnH1I=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251952/37d7c4601dbdfeb1a17d45568e6fe06f/1040g00831bgj8m7710004a6ju82b4r80cqok2hg!nc_n_webp_mw_1,3a73bb97af8b43b92a81c884913c5c3ce244c18cb6f5334e0b2f8bc9eb0a92b2,https://www.xiaohongshu.com/search_result/67612f9a000000000b00e083?xsec_token=ABP7Z7DiXDA_W41SbGedDmAFzkmYgxZcXF4Fh3DQqnH1I=&xsec_source=,否,否
小红书,小红书-云南旅游景区.json,云南旅游景区,云南旅游景点,“我很少用震撼来形容一个地方！！！！！！！！！！！！”,MelonSeeds,https://www.xiaohongshu.com/user/profile/591662306a6a6967b63e7f16?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABwbUgh5_nzsMLFyDpB-P91rEJ3iq64OtOgOgUQYgETeY=&xsec_source=pc_search,03-04,2026-03-04,2026-03-25,2.4万,24000,https://www.xiaohongshu.com/search_result?keyword=%25E4%25BA%2591%25E5%258D%2597%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/69a795a1000000001b01d339?xsec_token=ABagRB3Ju7gRZFrD2i1d4Wb3IXTH_3P_cBoeMyB8nxhBI=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251947/37ad45ddbfe67791a1d6dc682c9f64a5/c/notes_pre_post/1040g3k831t9b5kss5mc049g5ujh30vom5tteu0o!nc_n_webp_mw_1,2989115757a900f7d3c960f4fa41768eae6c71feb16004bd2e0fa0abd4fc0885,https://www.xiaohongshu.com/search_result/69a795a1000000001b01d339?xsec_token=ABagRB3Ju7gRZFrD2i1d4Wb3IXTH_3P_cBoeMyB8nxhBI=&xsec_source=,否,否
小红书,小红书-全国旅游景区2.json,全国旅游景区2,5A级景区,在韩国发现了中国5A级风景区,小飞娱来了,https://www.xiaohongshu.com/user/profile/66cfed35000000001d0303dd?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABsUCM2a3NPAudqj_fV8mhotUgHqRxiHOg51N9q_zu8i0=&xsec_source=pc_search,2024-12-02,2024-12-02,2026-03-25,2.4万,24000,https://www.xiaohongshu.com/search_result?keyword=5A%25E7%25BA%25A7%25E6%2599%25AF%25E5%258C%25BA&source=web_explore_feed,https://www.xiaohongshu.com/search_result/674d757c000000000203ba6d?xsec_token=ABFwnq18dmnDQt_FgJYpE3nzpUVWIsUPzNalunjhTEQew=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251936/27145cb33240278c9a4f2d5669749944/1040g2sg31ataq439n2705pmftkqne0utdf20vio!nc_n_webp_mw_1,c7ff97c463c31a82f68d9ee77be1f40a4b96baab3587b66721458258f23166d3,https://www.xiaohongshu.com/search_result/674d757c000000000203ba6d?xsec_token=ABFwnq18dmnDQt_FgJYpE3nzpUVWIsUPzNalunjhTEQew=&xsec_source=,否,否
小红书,小红书-新疆5A旅游景区.json,新疆5A旅游景区,新疆5A级景区,五月的那拉提,见山川,https://www.xiaohongshu.com/user/profile/5e35733c000000000100bfa4?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AByZJdJ6lQT7v90fVlCjFXOgNbFTkrqui9d-Fh9_mnSEg=&xsec_source=pc_search,2025-03-07,2025-03-07,2026-03-25,2.3万,23000,https://www.xiaohongshu.com/search_result?keyword=%25E6%2596%25B0%25E7%2596%25865A%25E7%25BA%25A7%25E6%2599%25AF%25E5%258C%25BA&source=web_explore_feed,https://www.xiaohongshu.com/search_result/67c2c3ce00000000290128a1?xsec_token=AB3swQ9xRSrgZJw2GcPwcKccXjO5sSzEaTZqaHRupvDPs=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251943/7e70233e9955e4c59e84e061993319af/1040g00831efskm51ge005nhlecu09ft4mokbkig!nc_n_webp_mw_1,cadb93547988f00fa719001cf5a47ef4f7a2654befb1d5f7a492fc52c931eeea,https://www.xiaohongshu.com/search_result/67c2c3ce00000000290128a1?xsec_token=AB3swQ9xRSrgZJw2GcPwcKccXjO5sSzEaTZqaHRupvDPs=&xsec_source=,否,否
小红书,小红书-西安旅游景点.json,西安旅游景点,西安旅游景点,人均800💰西安3天2夜攻略👭闺蜜游,小鸽子大卡子,https://www.xiaohongshu.com/user/profile/5f5638ad0000000001009efb?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB33-IpVUMqspZakFrK5YbJp6OS3JvgJ6GdFYS3xQvF7s=&xsec_source=pc_search,2025-06-24,2025-06-24,2026-03-25,1.9万,19000,https://www.xiaohongshu.com/search_result?keyword=%25E8%25A5%25BF%25E5%25AE%2589%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/6857ced1000000002001b498?xsec_token=AB__D4HIzUtOdTJlAPCUizhuRQ4BOfVSC7O-en0fS_a0I=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251928/c4b6f247275e2c896c68ccd954c30acd/1040g00831j44e7pbha005nqm72mg97nr9ivkt4o!nc_n_webp_mw_1,6ce0df7c39930eed57985dd9498cb559a84e68c75832c6cd241b9942a047d509,https://www.xiaohongshu.com/search_result/6857ced1000000002001b498?xsec_token=AB__D4HIzUtOdTJlAPCUizhuRQ4BOfVSC7O-en0fS_a0I=&xsec_source=,否,否
小红书,小红书-全国旅游景区2.json,全国旅游景区2,5A级景区,韩国唯一的中国5A景区,晴朗公爵,https://www.xiaohongshu.com/user/profile/5ae28bf24eacab156a48c14d?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABtVd7m1afApIrkAQucrdpbNHZ030CheXWM-7sophmKtk=&xsec_source=pc_search,2024-12-02,2024-12-02,2026-03-25,1.9万,19000,https://www.xiaohongshu.com/search_result?keyword=5A%25E7%25BA%25A7%25E6%2599%25AF%25E5%258C%25BA&source=web_explore_feed,https://www.xiaohongshu.com/search_result/674d246a000000000202924a?xsec_token=ABFwnq18dmnDQt_FgJYpE3n7a7skjSvRR2kFlgV2sb8DA=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251936/6b9a51874b9c8e00a55b22f16f3e2a3a/1040g2sg31at0tu1r7e704a4s0f5v5gadmiqls08!nc_n_webp_mw_1,268eeb7c5e122e2e10414ab193ba25a32a14cbe3fad98bcf1055416d03daef4d,https://www.xiaohongshu.com/search_result/674d246a000000000202924a?xsec_token=ABFwnq18dmnDQt_FgJYpE3n7a7skjSvRR2kFlgV2sb8DA=&xsec_source=,否,否
小红书,小红书-全国旅游景区1.json,全国旅游景区1,全国5A级景区,家门口的5A级徒步路线，世界级地质公园,露营叔,https://www.xiaohongshu.com/user/profile/5b3e11d36b58b721dde12e6d?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB2pRDOsqwlZWv-RnDZMQsOvIHJawnH16l3XhieWBMejY=&xsec_source=pc_search,2025-07-08,2025-07-08,2026-03-25,1.7万,17000,https://www.xiaohongshu.com/search_result?keyword=%25E5%2585%25A8%25E5%259B%25BD5A%25E7%25BA%25A7%25E6%2599%25AF%25E5%258C%25BA&source=web_explore_feed,https://www.xiaohongshu.com/search_result/686cade7000000000d024523?xsec_token=ABFlhRyYXRJRY1R3K0e1aq86VK2WccW4rWaIHYtwVUhgc=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251933/9c60cc9f90d1d649255647e9d8d51cd7/spectrum/1040g0k031jlq8jgr36004a6sdn8t6bjdoiehmoo!nc_n_webp_mw_1,2e161bb1fcce60baec671e1499cebbdb314f29d0687df158b126b50df5490097,https://www.xiaohongshu.com/search_result/686cade7000000000d024523?xsec_token=ABFlhRyYXRJRY1R3K0e1aq86VK2WccW4rWaIHYtwVUhgc=&xsec_source=,否,否
小红书,小红书-新疆5A旅游景区.json,新疆5A旅游景区,新疆5A级景区,韩国人第一次去新疆（上）,韩小喵,https://www.xiaohongshu.com/user/profile/62356a5b00000000100099d2?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABS9FwVy-DcV7Ccl77FpIOEhAWD6l7C8oujgH_mNV-KWY=&xsec_source=pc_search,02-25,2026-02-25,2026-03-25,1.4万,14000,https://www.xiaohongshu.com/search_result?keyword=%25E6%2596%25B0%25E7%2596%25865A%25E7%25BA%25A7%25E6%2599%25AF%25E5%258C%25BA&source=web_explore_feed,https://www.xiaohongshu.com/search_result/699e99a8000000000e00cfba?xsec_token=ABr037pU3G62HFpqtHmpyfpJ_nRuSoViiUQ36QQB7K560=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251943/947fcfe4bcbcc42dff548d99b43d771a/notes_pre_post/1040g3k831t0o6mus5m705ohld9dk16eiou8sf8g!nc_n_webp_mw_1,6a374a27a246ea0ff34600111c1e6a3c0f07f9723a8d2d87652af1fb48bd5667,https://www.xiaohongshu.com/search_result/699e99a8000000000e00cfba?xsec_token=ABr037pU3G62HFpqtHmpyfpJ_nRuSoViiUQ36QQB7K560=&xsec_source=,否,否
小红书,小红书-东三省旅游景区.json,东三省旅游景区,东北旅游景点,🎃沈阳1h ｜ 东北阿勒泰玩到不想回家‼️,是可可吖,https://www.xiaohongshu.com/user/profile/57fa30c65e87e724de47bd77?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABkcfmgRJUNEYapF3LX7J7A-FTwNEoNUb_O9sVgC1CQP0=&xsec_source=pc_search,2024-10-03,2024-10-03,2026-03-25,1.3万,13000,https://www.xiaohongshu.com/search_result?keyword=%25E4%25B8%259C%25E5%258C%2597%25E6%2597%2585%25E6%25B8%25B8%25E6%2599%25AF%25E7%2582%25B9&source=web_explore_feed,https://www.xiaohongshu.com/search_result/66fd3c89000000001b02202a?xsec_token=AB8m0q0N60uvbUUq8UvwxTRrPyc3JR9GTbupNJDZBk2J4=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202603251952/83a1961210f597b778031d550471312e/1040g008318fmcddu3q0048ogr2ocdfbn8f171i0!nc_n_webp_mw_1,c1985a7479f5f73b48e25919a28ee446e97320d57bd18af0bbcc7e42ff86b021,https://www.xiaohongshu.com/search_result/66fd3c89000000001b02202a?xsec_token=AB8m0q0N60uvbUUq8UvwxTRrPyc3JR9GTbupNJDZBk2J4=&xsec_source=,否,否
